HOME


The Paramony
An internet version of Biblical References for The Urantia Book
by Duane Faw

Key to Column Headings

1  Pg.Ppg — Refers to page numbering in Urantia Foundation editions of The Urantia Book. Paragraphs are numbered with the first full paragraph from the top of the page and are numbered sequentially down the page.
2  P:S.p — Refers to Paper number, section number within the paper, and the paragraph number within the section. The P:S.p links to the referenced paragraph of the Standardized version of The Urantia Book.
3  Key Words — The words or concepts which, in the mind of the author, connect the Bible and The Urantia Book.
4  Bible Notation — Bible book, such as 1 Corinthians, chapter, and verse numbers. The Bible notation links to the referenced book, chapter and verse of the King James translation of the Bible.
5  Class — Categorizations for references in which:
S = "Same" — Both books recite the same incident.
R = "Refer" — One book quotes from, or refers to an incident contained in, the other.
C = "Compare" — One book relates matter which, although not the same as the other, is significant to reinforce, modify or contradict the other.
1 Pg.Ppg	2 P:S.p	3 Key Words	4 Bible Book Ch:Vs	5 Class
1694:21-25	151:5.1	Crossing to other side	Luke 8:22	S
1694:26-28	151:5.2	Violent storm	Matthew 8:23	S
1694:26-28	151:5.2	Violent storm	Mark 4:37	S
1694:26-28	151:5.2	Violent storm	Luke 8:23	S
1694:42-51	151:5.4	Jesus slept, awakened	Matthew 8:24	S
1694:42-51	151:5.4	Jesus slept, awakened	Mark 4:38	S
1694:42-51	151:5.4	Jesus slept, awakened	Luke 8:23	S
1695:07-20	151:5.5	Rebukes crew, storm abates	Matthew 8:26	S
1695:07-20	151:5.5	Rebukes crew, storm abates	Mark 4:39	S
1695:07-20	151:5.5	Rebukes crew, storm abates	Luke 8:24	S
1695:35-39	151:6.1	Arrive Kheresa (Gadara)	Matthew 8:28	S
1695:35-39	151:6.1	Arrive Kheresa (Gadara)	Mark 5:1	S
1695:35-39	151:6.1	Arrive Kheresa (Gadara)	Luke 8:26	S
1695:40-48	151:6.2	Lunatic at large	Matthew 8:28	S
1695:40-48	151:6.2	Lunatic at large	Mark 5:2	S
1695:40-48	151:6.2	Lunatic at large	Luke 8:27	S
1695:44-48	151:6.2	Lunatic broke shackles	Luke 8:29	S
1695:44-48	151:6.2	Lunatic broke shackles	Mark 5:4	S
1696:01-08	151:6.3	Lunatic's antics	Mark 5:5	S
1696:09-14	151:6.4	Lunatic recognizes Jesus	Matthew 8:29	S
1696:09-14	151:6.4	Lunatic recognizes Jesus	Mark 5:6	S
1696:09-14	151:6.4	Lunatic recognizes Jesus	Luke 8:28	S
1696:15-18	151:6.5	Jesus "heals" lunatic	Matthew 8:32	S
1696:15-18	151:6.5	Jesus "heals" lunatic	Mark 5:8	S
1696:15-18	151:6.5	Jesus "heals" lunatic	Luke 8:29	S
1696:18-25	151:6.5	Lunatic cured	Mark 5:15	S
1696:18-25	151:6.5	Lunatic cured	Luke 8:35	S
1696:26-41	151:6.6	Legend about pigs	Matthew 8:30	S
1696:26-41	151:6.6	Legend about pigs	Mark 5:11	S
1696:26-41	151:6.6	Legend about pigs	Luke 8:33	S
1696:42-53	151:6.7	Local response	Matthew 8:34	S
1696:42-53	151:6.7	Local response	Mark 5:16	S
1696:42-53	151:6.7	Local response	Luke 8:36	S
1697:05-12	151:6.8	Fate of lunatic	Mark 5:18	S
1697:05-12	151:6.8	Fate of lunatic	Luke 8:38	S
1698:04-14	152:0.1	Jairus' request: heal daughter	Mark 5:21	S
1698:04-14	152:0.1	Jairus' request: heal daughter	Luke 8:40	S
1698:08-14	152:0.1	Jairus' request: heal daughter	Matthew 9:18	S
1698:15-31	152:0.2	Healing of woman's hemorrhage	Matthew 9:20	S
1698:15-31	152:0.2	Healing of woman's hemorrhage	Mark 5:25	S
1698:15-31	152:0.2	Healing of woman's hemorrhage	Luke 8:43	S
1698:32-34	152:0.3	Faith made her whole	Matthew 9:22	S
1698:32-34	152:0.3	Faith made her whole	Mark 5:34	S
1698:32-34	152:0.3	Faith made her whole	Luke 8:48	S
1699:08-25	152:1.1	Healing Jairus' daughter	Mark 5:35	S
1699:08-25	152:1.1	Healing Jairus' daughter	Luke 8:49	S
1699:13-22	152:1.1	Healing Jairus' daughter	Matthew 9:23	S
1699:32-33	152:1.2	Tell no man	Mark 5:43	S
1699:32-33	152:1.2	Tell no man	Luke 8:56	S
1699:34-35	152:1.3	Blind men ask healing	Matthew 9:27	S
1699:35-36	152:1.3	Jesus reputation: a healer	Matthew 9:26	S
1700:15-17	152:2.1	Passover near	John 6:4	S
1700:20-21	152:2.1	Jesus leaves	Matthew 14:13	S
1700:20-21	152:2.1	Jesus leaves	Mark 6:31	S
1700:20-21	152:2.1	Jesus leaves	Luke 9:10	S
1700:20-21	152:2.1	Jesus leaves	John 6:1	S
1700:27-30	152:2.2	People follow	Matthew 14:13	S
1700:27-30	152:2.2	People follow	Mark 6:33	S
1700:27-30	152:2.2	People follow	Luke 9:11	S
1700:27-30	152:2.2	People follow	John 6:2	S
1701:14-27	152:2.6	No food for crowd	Matthew 14:15	S
1701:14-27	152:2.6	No food for crowd	Mark 6:35	S
1701:14-27	152:2.6	No food for crowd	Luke 9:12	S
1701:14-27	152:2.6	No food for crowd	John 6:5	S
1701:28-35	152:2.7	Five loaves, two fishes	Matthew 14:17	S
1701:28-35	152:2.7	Five loaves, two fishes	Mark 6:38	S
1701:28-35	152:2.7	Five loaves, two fishes	Luke 9:13	S
1701:28-35	152:2.7	Five loaves, two fishes	John 6:8	S
1701:36-41	152:2.8	Bring food, seat crowd	Matthew 14:18	S
1701:36-41	152:2.8	Bring food, seat crowd	Mark 6:39	S
1701:36-41	152:2.8	Bring food, seat crowd	Luke 9:14	S
1701:36-41	152:2.8	Bring food, seat crowd	John 6:10	S
1701:42-49	152:2.9	Feeding 5,000	Matthew 14:19	S
1701:42-49	152:2.9	Feeding 5,000	Mark 6:41	S
1701:42-49	152:2.9	Feeding 5,000	Luke 9:16	S
1701:42-49	152:2.9	Feeding 5,000	John 6:11	S
1701:42-49	152:2.9	Feeding 4,000	Mark 8:1	C
1701:42-49	152:2.9	Feeding 4,000	Matthew 15:32	C
1702:20-25	152:3.1	"Here is our king."	John 6:14	S
1702:34-36	152:3.2	For wrong reasons	John 6:26	C
1702:36-37	152:3.2	Kingdom not of this world+	John 18:36	C
1702:42	152:3.2	Father of lights	James 1:17	C
1702:44-50	152:3.3	Mob leaves, Jesus prays	Matthew 14:23	S
1702:44-50	152:3.3	Mob leaves, Jesus prays	Mark 6:46	S
1703:05-07	152:4.1	Disciples enter boat	Matthew 14:22	S
1703:05-07	152:4.1	Disciples enter boat	Mark 6:45	S
1703:05-07	152:4.1	Disciples enter boat	John 6:16	S
1703:11-21	152:4.2	Jesus' "walk on water"	Mark 6:47	S
1703:11-21	152:4.2	Jesus' "walk on water"	John 6:17	S
1703:11-28	152:4.2	Jesus' "walk on water"	Matthew 14:24	S
1703:40-41	152:5.1	Arrive ashore	Matthew 14:34	S
1703:40-41	152:5.1	Arrive ashore	Mark 6:53	S
1703:40-46	152:5.1	Arrive ashore	John 6:22	S
1704:11-12	152:5.3	Fear not, be still, see salvation	Exodus 14:13	R
1704:12:13	152:5.3	Put your trust in the Lord	Psalms 4:5	R
1704:13-14	152:5.3	Be patient, wait upon the Lord	Psalms 27:14	R
1704:14-15	152:5.3	Cast your burden on the Lord	Psalms 55:22	R
1704:15-16	152:5.3	Trust him at all times	Psalms 62:8	R
1704:16-17	152:5.3	God dwells in the secret place	Psalms 91:1	R
1704:17-18	152:5.3	Better to trust Lord than princes	Psalms 118:9	R
1704:19-25	152:5.4	Jesus discerns motives	John 6:26	S
1709:10-11	152:2.1	If not harken to God, curses	Deuteronomy 28:15	R
1709:11-13	152:2.1	Smitten by enemies	Deuteronomy 28:25	R
1709:13-15	152:2.1	Become a byword	Deuteronomy 28:36	R
1707:26-28	153:0.3	Preaches in synagogue	John 6:59	S
1709:15-16	153:2.1	Sons / daughters held captive	Deuteronomy 28:41	R
1709:16-17	153:2.1	Strangers rise in authority	Deuteronomy 28:43	R
1709:17-23	153:2.1	Punishment spelled out	Deuteronomy 28:45	R
1709:23-27	153:2.1	Degradation predicted	Deuteronomy 28:52	R
1709:28-27	153:2.2	Another Warning	Jeremiah 26:4	R
1710:01-03	153:2.3	Jeremiah's dungeon	Jeremiah 38:5	S
1710:15	153:2.4	Jesus came to reveal Father+	John 17:8	C
1710:15	153:2.4	Jesus came to reveal Father+	Luke 10:22	C
1710:15	153:2.4	Jesus came to reveal Father+	John 16:25	C
1710:15	153:2.4	Jesus came to reveal Father+	Matthew 11:25	C
1710:15	153:2.4	Jesus came to reveal Father+	John 15:15	C
1710:15	153:2.4	Jesus came to reveal Father+	John 1:18	C
1710:15	153:2.4	Jesus came to reveal Father+	John 6:46	C
1710:15	153:2.4	Jesus came to reveal Father+	John 14:6	C
1710:15	153:2.4	Jesus came to reveal Father+	Luke 6:36	C
1710:15	153:2.4	Jesus came to reveal Father+	Mark 11:25	C
1710:15	153:2.4	Jesus came to reveal Father+	Matthew 6:1	C
1710:15	153:2.4	Jesus came to reveal Father+	John 3:31	C
1710:15	153:2.4	Jesus came to reveal Father+	John 4:21	C
1710:15	153:2.4	Jesus came to reveal Father+	Matthew 5:45	C
1710:16	153:2.4	Brotherhood of sons of God+	Galatians 4:5	C
1710:16	153:2.4	Brotherhood of sons of God+	John 1:12	C
1710:16	153:2.4	Brotherhood of sons of God+	John 11:52	C
1710:16	153:2.4	Brotherhood of sons of God+	Philippians 2:15	C
1710:16	153:2.4	Brotherhood of sons of God+	Romans 8:14	C
1710:16	153:2.4	Brotherhood of sons of God+	Romans 9:26	C
1710:16	153:2.4	Brotherhood of sons of God+	1 John 3:1	C
1710:16	153:2.4	Brotherhood of sons of God+	1 Chronicles 22:10	C
1710:16	153:2.4	Brotherhood of sons of God+	2 Samuel 7:14	C
1710:16	153:2.4	Brotherhood of sons of God+	Acts of the Apostles 17:28	C
1710:16	153:2.4	Brotherhood of sons of God+	Ephesians 1:5	C
1710:16	153:2.4	Brotherhood of sons of God+	Galatians 3:26	C
1710:16	153:2.4	Brotherhood of sons of God+	John 20:17	C
1710:16	153:2.4	Brotherhood of sons of God+	Luke 20:36	C
1710:16	153:2.4	Brotherhood of sons of God+	Matthew 5:9	C
1710:16	153:2.4	Brotherhood of sons of God+	Revelation 21:7	C
1710:16	153:2.4	Brotherhood of sons of God+	1 John 5:2	C
1710:16	153:2.4	Brotherhood of sons of God+	2 Corinthians 6:18	C
1710:16	153:2.4	Brotherhood of sons of God+	Isaiah 56:5	C
1710:16	153:2.4	Brotherhood of sons of God+	Hebrews 12:5	C
1710:16	153:2.4	Brotherhood of sons of God+	Psalms 2:7	C
1710:16	153:2.4	Kingdom of heaven	Matthew 4:17	C
1710:16	153:2.4	Kingdom of heaven	Matthew 13:11	C
1710:16	153:2.4	Kingdom of God+	Mark 1:14	C
1710:16	153:2.4	Kingdom of God+	Luke 4:43	C
1710:16	153:2.4	Kingdom of God+	Luke 12:31	C
1710:16	153:2.4	Kingdom of God+	John 3:3	C
1710:16	153:2.4	Kingdom of God+	Luke 10:9	C
1710:16	153:2.4	Kingdom of God+	Luke 17:20	C
1710:16	153:2.4	Kingdom of God+	Luke 21:29	C
1710:16	153:2.4	Kingdom of heaven	Matthew 11:11	C
1710:16	153:2.4	Kingdom of heaven	Matthew 25:1	C
1710:16	153:2.4	Kingdom of heaven	Matthew 18:1	C
1710:16	153:2.4	Kingdom of heaven	Matthew 5:3	C
1710:16	153:2.4	Kingdom of God+	Matthew 6:33	C
1710:16	153:2.4	Kingdom of God+	Romans 14:17	C
1710:16	153:2.4	Kingdom of God+	1 Corinthians 4:20	C
1710:16	153:2.4	Kingdom of God+	1 Corinthians 6:9	C
1710:16	153:2.4	Kingdom of God+	Mark 4:30	C
1710:16	153:2.4	Kingdom of God+	Luke 6:20	C
1710:16	153:2.4	Kingdom of God+	Luke 7:28	C
1710:16	153:2.4	Kingdom of God+	Luke 8:1	C
1710:16	153:2.4	Kingdom of God+	Luke 9:2	C
1710:16	153:2.4	Kingdom of God+	Luke 9:60	C
1710:16	153:2.4	Kingdom of God+	Luke 11:20	C
1710:16	153:2.4	Kingdom of God+	Luke 13:18	C
1710:16	153:2.4	Kingdom of God+	Luke 14:15	C
1710:16	153:2.4	Kingdom of God+	Luke 16:16	C
1710:16	153:2.4	Kingdom of God+	Luke 18:16	C
1710:16	153:2.4	Kingdom of God+	Luke 19:11	C
1710:16	153:2.4	Kingdom of God+	Luke 22:16	C
1710:16	153:2.4	Kingdom of God+	Luke 23:51	C
1710:16	153:2.4	Kingdom of God+	Mark 9:1	C
1710:16	153:2.4	Kingdom of God+	Mark 10:14	C
1710:16	153:2.4	Kingdom of God+	Mark 12:34	C
1710:16	153:2.4	Kingdom of God+	Mark 14:1	C
1710:16	153:2.4	Kingdom of God+	Mark 15:43	C
1710:16	153:2.4	Kingdom of God+	Matthew 12:28	C
1710:16	153:2.4	Kingdom of God+	Matthew 19:24	C
1710:16	153:2.4	Kingdom of God+	Matthew 21:31	C
1710:16	153:2.4	Kingdom of heaven	Matthew 3:2	C
1710:16	153:2.4	Kingdom of heaven	Matthew 7:21	C
1710:16	153:2.4	Kingdom of heaven	Matthew 8:11	C
1710:16	153:2.4	Kingdom of heaven	Matthew 10:7	C
1710:16	153:2.4	Kingdom of heaven	Matthew 16:19	C
1710:16	153:2.4	Kingdom of heaven	Matthew 19:14	C
1710:16	153:2.4	Kingdom of heaven	Matthew 20:1	C
1710:16	153:2.4	Kingdom of heaven	Matthew 22:2	C
1710:16	153:2.4	Kingdom of heaven	Matthew 23:13	C
1710:16	153:2.4	Kingdom (spiritual)+	Matthew 9:35	C
1710:16	153:2.4	Kingdom (spiritual)+	Matthew 24:14	C
1710:16	153:2.4	Kingdom (spiritual)+	Matthew 25:1	C
1710:17	153:2.4	Kingdom not of this world	John 18:36	C
1710:25	153:2.5	Choose this day whom serve	Joshua 24:15	R
1710:27-29	153:2.6	To Capernaum by boat	John 6:23	S
1710:29-33	153:2.6	Men seek physical bread	John 6:26	S
1710:40-43	153:2.7	Should seek spiritual bread	John 6:27	S
1710:43-45	153:2.7	How do I perform works of God?	John 6:27	S
1710:46-52	153:2.8	Manna vs. bread of life	John 6:30	S
1710:48-49	153:2.8	Manna in wilderness	Exodus 16:14	R
1711:03-08	153:2.8	I am the bread of life	John 6:34	S
1711:09-13	153:2.9	Will of God: eternal life	John 6:38	S
1711:13-14	153:2.9	All who believe have eternal life+	John 3:16	C
1711:22-24	153:2.10	Are you not carpenter's son?	Matthew 13:55	C
1711:22-24	153:2.10	Are you not carpenter's son?	Mark 6:3	C
1711:22-24	153:2.10	Are you not carpenter's son?	Luke 4:22	C
1711:17-25	153:2.10	Are you not human?	John 6:41	S
1711:28-29	153:2.11	Father and I are one	John 1:1	C
1711:28-29	153:2.11	Father and I are one	John 5:17	C
1711:28-29	153:2.11	Father and I are one	John 14:7	C
1711:28-29	153:2.11	Father and I are one	John 10:30	C
1711:28-29	153:2.11	Father and I are one	John 17:11	C
1711:28-29	153:2.11	Father and I are one	John 12:44	C
1711:29	153:2.11	Father teaches son	Matthew 11:27	C
1711:29	153:2.11	Father teaches son	Luke 10:22	C
1711:29	153:2.11	Father teaches son	John 5:19	C
1711:29	153:2.11	Father teaches son	John 8:28	C
1711:31-32	153:2.11	All shall be taught by God	Isaiah 54:13	R
1711:36-37	153:2.11	Believers have eternal life+	Acts of the Apostles 13:46	C
1711:36-37	153:2.11	Believers have eternal life+	Daniel 12:2	C
1711:36-37	153:2.11	Believers have eternal life+	Galatians 6:8	C
1711:36-37	153:2.11	Believers have eternal life+	Jude 1:21	C
1711:36-37	153:2.11	Believers have eternal life+	John 3:15	C
1711:36-37	153:2.11	Believers have eternal life+	John 4:14	C
1711:36-37	153:2.11	Believers have eternal life+	John 5:24	C
1711:36-37	153:2.11	Believers have eternal life+	John 6:27	C
1711:36-37	153:2.11	Believers have eternal life+	John 6:54	C
1711:36-37	153:2.11	Believers have eternal life+	John 10:28	C
1711:36-37	153:2.11	Believers have eternal life+	John 11:25	C
1711:36-37	153:2.11	Believers have eternal life+	John 12:25	C
1711:36-37	153:2.11	Believers have eternal life+	John 17:2	C
1711:36-37	153:2.11	Believers have eternal life+	Luke 10:25	C
1711:36-37	153:2.11	Believers have eternal life+	Luke 18:18	C
1711:36-37	153:2.11	Believers have eternal life+	John 8:51	C
1711:36-37	153:2.11	Believers have eternal life+	Mark 10:17	C
1711:36-37	153:2.11	Believers have eternal life+	Matthew 19:16	C
1711:36-37	153:2.11	Believers have eternal life+	Matthew 25:46	C
1711:36-37	153:2.11	Believers have eternal life+	Romans 2:7	C
1711:36-37	153:2.11	Believers have eternal life+	Romans 5:21	C
1711:36-37	153:2.11	Believers have eternal life+	Romans 6:22	C
1711:36-37	153:2.11	Believers have eternal life+	Titus 1:2	C
1711:36-37	153:2.11	Believers have eternal life+	Titus 3:7	C
1711:36-37	153:2.11	Believers have eternal life+	1 John 1:2	C
1711:36-37	153:2.11	Believers have eternal life+	1 John 2:25	C
1711:36-37	153:2.11	Believers have eternal life+	1 John 3:15	C
1711:36-37	153:2.11	Believers have eternal life+	1 John 5:11	C
1711:36-37	153:2.11	Believers have eternal life+	1 Timothy 1:16	C
1711:36-37	153:2.11	Believers have eternal life+	1 Timothy 6:12	C
1711:36-37	153:2.11	Believers have eternal life+	Revelation 22:5	C
1711:39-40	153:2.12	Seek spiritual food	John 6:58	C
1711:38-44	153:2.12	The Bread of life	John 6:48	S
1711:45:48	153:2.13	People argue among themselves	John 6:52	S
1712:10-11	153:3.2	Word made flesh	John 1:14	S
1712:05-20	153:3.2	I am the Bread of Life	John 6:53	S
1712:21-35	153:3.3	Ceremonial hand washing	Mark 7:1	S
1712:29	153:3.3	Honor parents	Exodus 20:12	R
1712:29	153:3.3	Honor parents	Deuteronomy 5:16	R
1712:36-38	153:3.3	Honor with lips, not heart	Isaiah 29:13	R
1712:21-38	153:3.3	Ceremonial hand washing	Matthew 15:1	S
1713:04-05	153:3.5	If blind lead blind both fall into pit	Luke 6:39	S
1713:04-05	153:3.5	If blind lead blind both fall into pit	Matthew 15:14	S
1712:43-62	153:3.5	Defilement proceeds from heart	Matthew 15:10	S
1712:43-62	153:3.5	Defilement proceeds from heart	Mark 7:14	S
1712:43-62	153:3.5	Defilement proceeds from heart	Matthew 12:33	C
1713:26-28	153:3.6	Peter's vivid dream	Acts of the Apostles 10:9	S
1713:40-48	153:4.1	Healing the demoniac	Luke 11:14	S
1713:40-48	153:4.1	Healing the demoniac	Matthew 9:32	S
1713:40-48	153:4.1	Healing the demoniac	Matthew 12:22	S
1714:06-13	153:4.2	Pharisee says Beelzebub did it	Matthew 9:33	S
1714:06-13	153:4.2	Pharisee says Beelzebub did it	Matthew 12:23	S
1714:06-13	153:4.2	Pharisee says Beelzebub did it	Mark 3:22	S
1714:06-13	153:4.2	Pharisee says Beelzebub did it	Luke 11:15	S
1714:14-32	153:4.3	House divided cannot stand	Matthew 12:25	S
1714:14-32	153:4.3	House divided cannot stand	Mark 3:23	S
1714:14-32	153:4.3	House divided cannot stand	Luke 11:17	S
1714:36-37	153:4.4	Tree known by good fruit	Ephesians 5:9	S
1714:36-37	153:4.4	Tree known by good fruit	Matthew 7:16	S
1714:36-37	153:4.4	Tree known by good fruit	Luke 6:43	S
1714:36-37	153:4.4	Tree known by good fruit	Galatians 5:22	S
1714:33-40	153:4.4	Choose good or evil	Matthew 12:33	S
1714:33-40	153:4.4	Choose good or evil	Joshua 24:25	C
1714:41-47	153:4.5	Pharisees ask for a sign	Matthew 12:38	S
1714:41-47	153:4.5	Pharisees ask for a sign	Matthew 16:1	C
1714:41-47	153:4.5	Pharisees ask for a sign	Mark 8:11	C
1714:41-47	153:4.5	Pharisees ask for a sign	Luke 11:16	C
1715:04-09	153:5.1	Many followers leave	John 6:60	S
1715:39-41	153:5.3	Lukewarm multitudes	Revelation 3:16	C
1715:25-36	153:5.3	Disciples consoled	John 6:61	S
1715:37-50	153:5.4	Be of good cheer	John 6:63	S
1717:12-17	154:0.2	Herod's attitude toward Jesus	Mark 6:14	C
1717:12-17	154:0.2	Herod's attitude toward Jesus	Luke 9:7	C
1717:17-23	154:0.2	Herod's fears	Matthew 14:1	S
1717:17-23	154:0.2	Herod's fears	Mark 6:14	S
1717:17-23	154:0.2	Herod's fears	Luke 9:7	S
1721:04-06	154:6.1	Jesus' family arrives	Matthew 12:46	S
1721:04-06	154:6.1	Jesus' family arrives	Mark 3:31	S
1721:04-06	154:6.1	Jesus' family arrives	Luke 8:19	S
1721:42-48	154:6.4	Jesus told family waiting	Matthew 12:47	S
1721:42-48	154:6.4	Jesus told family waiting	Mark 3:32	S
1721:42-48	154:6.4	Jesus told family waiting	Luke 8:20	S
1722:14-19	154:6.5	Who are my family?	Matthew 12:48	S
1722:14-19	154:6.5	Who are my family?	Mark 3:33	S
1722:17-19	154:6.5	Who are my family?	Luke 8:21	S
1722:31-35	154:6.7	Blessed is the womb	Luke 11:27	S
1722:45	154:6.9	Foes in own household	Matthew 10:35	S
1722:45	154:6.9	Foes in own household	Luke 12:52	S
1722:45	154:6.9	Foes in own household	Mark 13:12	S
1723:36	154:7.2	No place to lay head	Matthew 8:20	C
1723:36	154:7.2	No place to lay head	Luke 9:58	C
1725:12-14	155:1.1	Why do the heathen rage	Acts of the Apostles 4:25	R
1725:12-15	155:1.1	Why do the heathen rage	Psalms 2:1	R
1725:12-15	155:1.1	Why do the heathen rage	Psalms 46:6	R
1725:19-21	155:1.2	Correcting views of God	Psalms 2:4	C
1725:21-22	155:1.2	Heathen for inheritance	Psalms 2:8	C
1725:26-27	155:1.2	Son breaks with rod of iron	Revelation 2:9	R
1725:27	155:1.2	Serve the Lord with fear	Psalms 2:11	R
1725:27-28	155:1.2	Sonship by faith	John 1:12	C
1725:28-29	155:1.2	Rejoice with trembling	Psalms 2:11	C
1725:29-30	155:1.2	Kiss the son	Psalms 2:12	R
1725:33-34	155:1.2	Trust the son	Psalms 2:12	R
1725:35-36	155:1.3	Why do the heathen rage	Psalms 2:1	C
1725:35-36	155:1.3	Why do the heathen rage	Psalms 46:6	C
1725:35-36	155:1.3	Why do the heathen rage	Acts of the Apostles 4:25	C
1726:32-40	155:2.2	Chorazin teaching	Matthew 11:21	S
1726:32-40	155:2.2	Chorazin teaching	Luke 10:13	S
1727:15-16	155:3.1	Kingdom not meat	Romans 14:17	S
1727:29-30	155:3.3	Serve brethren	Matthew 25:40	S
1731:04-06	155:6.2	God speaks via prophets	Matthew 11:13	S
1731:06-07	155:6.2	God is no respecter of races	Galatians 3:28	C
1731:06-07	155:6.2	God is no respecter of races	Acts of the Apostles 10:34	C
1731:06-07	155:6.2	God is no respecter of races	Ephesians 6:9	C
1731:06-07	155:6.2	God is no respecter of races	Galatians 2:6	C
1731:06-07	155:6.2	God is no respecter of races	Job 34:19	C
1731:06-07	155:6.2	God is no respecter of races	Romans 2:11	C
1731:06-07	155:6.2	God is no respecter of races	Sirach 35:12	C
1731:06-07	155:6.2	God is no respecter of races	2 Chronicles 19:7	C
1731:06-07	155:6.2	God is no respecter of races	Colossians 3:11	C
1731:11-21	155:6.3	Jesus' "call": be born of the spirit	1 Peter 1:23	C
1731:11-21	155:6.3	Jesus' "call": be born of the spirit	John 3:3	C
1731:16-17	155:6.3	Death unto life	John 5:24	C
1731:16-17	155:6.3	Death unto life	Romans 5:21	C
1731:16-17	155:6.3	Death unto life	Romans 8:2	C
1731:18	155:6.3	Darkness into light	Isaiah 9:2	C
1731:18	155:6.3	Darkness into light	Matthew 4:16	C
1731:18	155:6.3	Darkness into light	Luke 1:79	C
1731:18	155:6.3	Darkness into light	Luke 11:35	C
1731:18	155:6.3	Darkness into light	John 3:19	C
1731:18	155:6.3	Darkness into light	John 8:12	C
1731:43	155:6.6	Perfect peace	Isaiah 26:3	R
1733:03-08	155:6.12	Childlike faith: spiritual simplicity	Matthew 18:2	S
1733:03-08	155:6.12	Childlike faith: spiritual simplicity	Matthew 19:13	S
1733:03-08	155:6.12	Childlike faith: spiritual simplicity	Mark 10:13	S
1733:03-08	155:6.12	Childlike faith: spiritual simplicity	Luke 9:47	S
1733:03-08	155:6.12	Childlike faith: spiritual simplicity	Luke 18:16	S
1733:03-08	155:6.12	Childlike faith: spiritual simplicity	Mark 9:36	S
1736:10-12	156:2.4	No favoritism by God	Acts of the Apostles 10:34	C
1736:32	156:2.7	If confess sins, they are forgiven	Acts of the Apostles 19:18	C
1736:33	156:2.7	Keep conscience void of offense	Acts of the Apostles 24:16	C
1739:43-48	156:5.12	Implicit faith+	Acts of the Apostles 3:16	C
1736:10-12	156:2.4	No favoritism by God	2 Chronicles 19:7	C
1736:10-12	156:2.4	No favoritism by God	Colossians 3:11	C
1739:08-09	156:5.5	Old overcome by new	Colossians 3:9	C
1736:26-29	156:2.6	Don't prolong childhood	1 Corinthians 3:1	C
1736:26-29	156:2.6	Don't prolong childhood	1 Corinthians 13:11	C
1739:08-09	156:5.5	Old overcome by new	2 Corinthians 5:17	C
1739:37-42	156:5.11	Divine love+	1 Corinthians 13:1	C
1739:37-42	156:5.11	Divine love+	2 Corinthians 13:11	C
1738:34-39	156:5.4	"God said"+	Deuteronomy 2:1	C
1736:10-12	156:2.4	No favoritism by God	Ephesians 6:9	C
1738:07	156:5.2	Fruits of the spirit	Ephesians 5:9	C
1739:08-09	156:5.5	Old overcome by new	Ephesians 4:22	C
1738:34	156:5.4	Harden heart of Pharaoh	Exodus 7:3	R
1738:34	156:5.4	Harden heart of Pharaoh	Exodus 4:21	R
1738:34	156:5.4	Harden heart of Pharaoh	Exodus 14:4	R
